contract_id,shared_address_flag,extracted_companies,extracted_locations
IE_f60362d6ee55958636b3fceae166778f9240b7fab6926216afe531e7b7a368b7_1,0,"['eTenders', 'Westmeath County Council']",['Westmeath County County']
IE_7e2b47c54dbc2a559ec95446994d70bbc8148598f58b981c797e19fafbcf4913_1,0,[],[]
IE_5e2a4f82235cb1ecc6137df8182330a69d4324d61813b72d68ddc806ad11d25b_1,0,[],[]
IE_619baa856eecf16dcf348e1f59b5d41967458b5752e6669db35795091fc49c23_1,1,"['eTenders', 'Dublin Bus']",['Dublin']
IE_82d447e8d96bf5cb18f5d05c3bcbb756a00e3586e809b36866bd9e566d0beaa4_1,0,[],[]
IE_b7ab558e653d181bc3dc0069e92cf75d49387df643f3d30897dde3fc5f705528_1,1,"['eTenders', 'Tipperary Institute', 'Institute']",['Ireland']
IE_f061253c5a91a3f9f39754c5799e6e42a710fa76d03549d7f9b49465efb1b39d_1,0,"['An Garda Síochána', 'eTenders', 'the Garda Racial and Intercultural Office']",[]
IE_80ff09f08c2a7f948161aea840358cec0a6903d2faa2feb8fdf7782a46d24201_1,0,['the Irish Defence Forces'],[]
IE_db6389127a5965b95db15c175dfbdb96b7c9e16669f2a5c8f7a49fc6825fa382_1,0,['eTenders'],[]
IE_ce1d0cb65b1a66c60e6644323157f175a728ce28c3af3289e5be5909456c7ad9_1,0,['eTenders'],[]
IE_0198ccee4c67c8821d124f000b3b85fe20d887a91b7c5ceda060a3bdb759226e_1,1,['eTenders'],"['Tuam, Co. Galway.3,567', 'North West']"
IE_7ed4b544bba8b1f154591dfc01c9d51fff20fb5a03e61d200f819df4cc6783df_1,0,"['a National Audit of Water Treatment Plants', 'eTenders', 'the Irish Expert Body on Fluorides and Health']",[]
IE_38d590472dfe711a40b572e9cd4b59067d81b0ddd27737ee40c7dd33ee49d45a_1,1,"['eTenders', 'Council', ""Leitrim County Council's"", 'Leitrim County Council']","['Manorhamilton', 'Dromahair']"
IE_ef1870dc07da11bf41f373668c50bbdfc7a419531030d139c0df830ff91e74e5_1,1,"['Kerry County Council', 'Killorglin Area Services Centre', 'Councils']","['Killorglin', 'Rathass', 'Castleisland', 'Kerry']"
IE_0129bf545beac5e62c95dd87f832f289ffab5156b294cadb70d5b4ea887a1482_1,0,"['INIsPHO', 'Institute']",[]
IE_f6d4ba806468c0e6794d72499403f38adc13f32674f0f4d7b718b39bc7a1852d_1,1,"['The Institute of Technology', 'eTenders', 'Institute Gym Supervision']","['Tralee', 'Co Kerry']"
IE_fbfb882c477056eaf71fd75e7076a7d699c80e9f9d7f6a2c058cb34a4c36dc74_1,0,"['the European Community', 'UNFCCC', 'CEU', 'EP', 'Party', 'Community']",['Marrakech']
IE_6f9f7e4f8d67f6cfb2bc398f02a406ec16379350fa233318dcc64326fd83d302_1,0,['eTenders'],[]
IE_7c4aa9dc6a7c6de3b48276724fe35e89732b68bd1d7af9a8a8024417a211c77f_1,0,['eTenders'],[]
IE_16e33c0d5321f6fbe117d6e6085de9a62890d4d7c86ea58365ff79f979501d8c_1,0,[],[]
IE_c3e56d60199ac3007633b3e9f1c9d8b652aad64e4479f70765eca2340f94e8b7_1,0,"['The Environmental Protection Agency', 'National Allocation Authority for emissions trading', 'EPA', 'the Office of Environmental Enforcement']",[]
IE_ada1f2ca4e76ffb52272d799b9eb6cb0bf050371c1d700d71377a67a7da3a9ea_1,0,['Kilkenny'],[]
IE_33914610de4ce75eaaebfe04b1251a7fabe7d2c4d1754f23cd25b49f3aa1e5fb_1,0,"['the Kemmy Business SchoolNOTE', 'eTenders']",[]
IE_c1ba285eb9a43a6942f13d5423eb9abd7087c57dcb51353cbd624be9ee96711f_1,1,['eTenders'],"['Glanworth', 'Ballynacaheragh', 'Co. Cork']"
IE_72d838709bec6c5be4b8db84c719cf944a297f6241e9040c1bed5348a8820374_1,1,"['eTenders', 'ControllerLetterkenny Institute of TechnologyPort Rd', 'the Revenue Commissioners', 'Institute']","[',Letterkenny', 'Co. Donegal']"
IE_6bd5482c1728e10b417dcdd0c08fa7a65c9b74d7f7072d9136a1121ed084ace1_1,1,"['eTenders', 'EIS']",['County Roscommon']
IE_9a69889027adc93317b7460ddcb8e2b610d299aae0ee24e8c822e1083f2b9243_1,0,['eTenders'],[]
IE_241639c296952525da62ce7984a0fc192108985c5b29444af30faeb021498611_1,1,"['eTenders', 'The Adelaide & Meath Hospital', 'ETENDERS', ""The National Children's Hospital"", 'AMNCH']",['Dublin']
IE_7ea66dee66f99ea053aa2568ea4ba5b4c3eaf7a1d153b8f29bc160c1fba10181_1,1,"['Enterprise Ireland', 'National College of Ireland', 'eTenders', 'Enterprise Ireland’s', 'Institute of Technology', 'the Institutes of Technology']",['Ireland']
IE_f85e626d4260f4ea5d7825de474ac6a6867ed19805e4ed762d616d24db2c656e_1,0,['eTenders'],[]
IE_c9f7ea696a7a0d94152c813f54c3a3692e22f8b2af49c8327115ae8fcfc1b42c_1,1,"[""St. Canice's Special School"", 'Coovagh House']",['Limerick']
IE_36eae0ee16aaa8acfd380c15192bba148ca6f3531f6a3c9c698955564d9d27b7_1,1,"['the Central Laundry', 'eTenders']",['Limerick']
IE_6ce378e77652d312b99872cc5b6e80cc53780f888a66c95f9ab767da65eb55a2_1,0,[],[]
IE_bdc609dd1eaf9eb5bbc2322202a1bc6767a5652a4678cef7b9ab345ca1d99529_1,0,"['Department of Finance', 'eTenders', 'Offaly County Council', 'the Institution of Engineers of Ireland']",[]
IE_1c54e917c541e4bbb358ebb0a32ddd661eab8be8aedd9044c8b9142cb549a26b_1,1,"['the Construction Federation Operatives Pension/ Sick Pay Scheme', 'Donegal County Council', ""DONEGAL COUN'IY COUNCIL""]","['Lifford', 'Donegal County Council', 'Co. Donegal']"
IE_661f84be8d0b0cf39913230671ecef2a2aa61eb08bd3a7585a229ddc082d8373_1,0,[],[]
IE_b2415f9d891fe3e7d1cae7c3bee3c42337ad0f422bb5139c1fe1afd45f35a934_1,0,[],[]
IE_14573e3707cc91a8652f0e83fb4a1d23b8436301b0ae211f86ea99f55edbf84e_1,1,"['Cork City Council', 'Bertie Pope & Associates', 'City Architect¿s Department', 'Michael R. F. Casey Chartered Architect', 'the City Architect¿s Department', 'COMHAIRLE CATHRACH CHORCAI']","['Mahon', 'Cork']"
IE_f7c1af94495ac685fdcae72e7a3ee79d66473d45e4f52f52d0a79d31335b864a_1,0,[],[]
IE_b3081840be90a929075fa96ff203430526a7287b515737a3d7acc9072ea04771_1,0,['HSE'],[]
IE_834f1f766c9379903c7eefa4492c85835650d6f4fe82f3f179da253cebe9bc4c_1,0,['eTenders'],[]
IE_70ee56cb7514b38ae2a9da5336f65163d7c09fbe44b21b060e1795733aeb6be8_1,1,[],['Dublin']
IE_e3420ea1d184b790a55658a3f9735fc0adce75b21803e9cf83af2c0d45897358_1,1,"['Works Contractors', 'Works']","['Swinford', 'Co. Mayo']"
IE_a1cf5a7cdfe7ddcdcd5d14fd1438ef15fe3ce5f0b59a00e33af2ec825622fd24_1,1,['eTenders'],"['Co. Kerry', 'Co. Clare']"
IE_cfbd6d2e86af0553fad9868859474f183f42f6832956a7082943f31907a78a23_1,1,[],"['Longtown', 'Co. Kildare']"
IE_7928883cc3cdca91735a71f70c6ea1a612f98e6ac303648ff03dd06531ed4748_1,0,['eTenders'],[]
IE_afd8b94d69971538cad4c0dd374b14050fdd81bf9c961bc882673f9c59de42d5_1,0,[],[]
IE_f03545db7e58295ca8cf7fe2f26eebc7025bbc11c50fd3130bb3382525fc596e_1,1,"['the National Tourism Development Authority', 'Failte Ireland', 'eTenders']","['Cork', 'Waterford', 'Belfast', 'Derry', 'Limerick', 'Galway', 'Dublin', 'Sligo', 'Ireland']"
IE_1a215ff550fb4c7d921ade1fcf2b5b9516792ee15be22fcc167862a0e8d0d283_1,0,['eTenders'],"['Kinsale , Co. CorkSupply']"
IE_9d5aee9a3a3e0a742e572610e4400fce2e56f747a72e56e765e35650d92ab4c1_1,0,['Project Management'],[]
IE_01497e8dd0e799089e780535c4707ce9eeaad53f7a1f410ea24089779f3086c6_1,1,['eTenders'],['Dublin']
IE_a2edc23a40ebabdfa9240b98fdfd08514620e98105735ed27dc9500e627b6ff3_1,1,"['Cork University Hospital', 'eTenders', 'Cardiac Renal Centre', 'Community Nursing Unit']","['Cork', 'Co. KerryNOTE', 'Tralee', 'Wilton']"
IE_47d86c60659ab6d6c5aea74f52dd1701c4643bc74475c44c1662954421cf65eb_1,0,"['EPA', 'eTenders', 'The ERTDI Programme', 'the ERTDI Programme']",[]
IE_0f59b29b7728eaae8943dad208e8cec70db92d98eb37ee55d6ef464193ad9ceb_1,0,[],[]
IE_6937920ee9f04c72c4aa3251c1bb09a4fc3a274ad6c20bccdbc6ca72cccea007_1,0,"['Teagasc', 'eTenders', 'Unicorn LMS-', 'Library', 'Online Electronic Journal Access and Management Service']",[]
IE_07b016166987530e49fc4cf630948c011c0f164368cf5eaa7c21cf4f262d24c9_1,0,['Limerick Garda Division'],[]
IE_68ea7e2a9d1388719145caafb49c4c63c687a5557d9c6e2a5405a78efcb0780e_1,0,"['eTenders', 'Cork Institute of Technology']",[]
IE_84f443b4c4953effd7a7b2422adf17eb7a82682467d35b6b7e884ba7d3380316_1,1,['eTenders'],['Pembroke']
IE_74b6d749e35e1128bcce81a2429294b146805be1b753c9814f2f934c24ca3a9c_1,0,['eTenders'],['Panama']
IE_120ffe30f93d3657a03ea90469da0087313346c71619b0752d1c07d549a911dd_1,0,['eTenders'],[]
IE_5f9ee65df4e2449a4c6dfd8abc1e67236df7a066c2a34fad7d0a05567362b0dd_1,0,"['Roveagh Group Water Scheme', 'eTenders']",[]
IE_b7379a28770619ff61718543cd077e74d4146c715bce045b3b25f251301d129d_1,1,"['eTenders', 'Generic Repeat Design', 'Mechanical & Electrical Engineering', 'the Department of Education & Science', 'Design Team']","['Stamullen', 'Co Meath']"
IE_c77316fb85823cc6ec17a1ef13ccf83fdcc75a3fb8e2d772d245d89cc3a60ac9_1,1,['eTenders'],['Dublin']
IE_4a76c30691f406c8809f9df270749d7953d07a2b530c1e0fea7e29139b3fb3d1_1,0,"['the Department of Transport', 'Cork City Council', 'the Cork Green Routes Network', 'Cork County Council']",[]
IE_ffdd08b9337c7cff0e8a7e4df116251aa26b60ea2a4967032e3fdc786485ded7_1,0,['eTenders'],[]
IE_4213d8947688f38c955925201c213a80cb332bab0219b6000cef5196bed67936_1,1,"['the National Fish Counters Programme', 'the National Programme']",['Ireland']
IE_1a42f025c98a025ddd76e3616b9bce9d9084d142eefbb5e6c67e8415817cb70b_1,0,"['The National Institute for Bioprocessing, Research & Training', 'eTenders', 'NIBRT', 'EU']",[]
IE_80bdf5b76f1944cdb4f2158e9c66740b3eca7c4a65fdc56f56b5c4c2448ae133_1,0,[],[]
IE_52bc3d8774367c23546337f4580e135112868f54d867648520f785d553c0e3d1_1,0,"['eTenders', 'Cork Institute of Technology']",[]
IE_75351702bbbbbce67c38196353f211afc19733cf860b639ae900bb2da75d0c4b_1,0,[],[]
IE_ee3c1afee056e667f3fe929c5222ff5af76984a0aa7a64945986a6189687a911_1,1,"['Department of Education And Science', 'The City of Dublin Vocational Educational Committee']","['Finglas', 'Colaiste Eoin']"
IE_a9fc7ed8d7101ed0589f3bcada0555b100eaabc531045b4055fc7ac0cac76d31_1,0,['eTenders'],[]
IE_bb04a05de445892a200864adc4c8a3d5ea11fe0d48d82ea5b1bfd20fba0b8da6_1,0,[],[]
IE_f828d5cd4911f158354b633250cb861f1ba3a188432ab914aefe11b95e15aaaf_1,0,['eTenders'],[]
IE_0bef42008901d4dc6f5da35804d2fe9b64c6db084ef221e088d372b15943faf2_1,0,['OFTEC'],[]
IE_29bab0c82d668d91452cf9f67c446c5f8e7b1f5cd23a9bd37e30910180365079_1,0,[],[]
IE_8fb1a25242dd468a5be369212b61d7eaf28b198edca2c95301b8d9c4988cf66c_1,0,[],[]
IE_76d336f1c04a1ea5d4293b0c93744a573d41699da55384f53a68f47a8bf9c9ac_1,1,['eTenders'],"['Lifford', 'Co DonegalNOTE']"
IE_dc6979fbc7e2cfbc10a1c20519e1195e336e542c8394c37f4184ab44bff17b12_1,1,[],"['Co. Waterford', 'Dungarvan']"
IE_e1adf922b1199491cf256adb3fdfe83bf6aa75a365c422417233de430457c65f_1,0,"['The Marine Institute', 'the Marine Institute']",[]
IE_96a48683630c0bc6afa776e3d78c35a175f5529f5d69bd48e0c133ff597ab7c3_1,0,['eTenders'],[]
IE_00846019f85cdb62ad185a40f5d7d03b9bfd1a7ac5b4682ec1b2547004837070_1,1,"['COUNCILWexford Borough Council', 'the Construction Industry Federation', 'Wexford Borough Council', 'CWPS']","['Wexford', 'WHITEMILLS', 'COUNTY WEXFORDFOR', 'WEXFORD', 'County Wexford', 'Ireland']"
IE_b146e27db8f5bbdde72dff647bff1c4e69fa59423d46e456f75fda8fb6b229ab_1,0,['eTenders'],[]
IE_94fc3aff7b9a4181fec8fd9fadc2387b3e5d04e0bded157fcd296f3a93032114_1,1,[],['Beaumont']
IE_e7d4cc5cbf883c0ed60cb30bcc5430bb8dc687bc0e963856bafb5c670ff89b19_1,0,['eTenders'],[]
IE_94aa9f8f51478c7d1c5882224481209ba5cb70d471f627f5b4eb8cc10e1b201a_1,0,"['Hospital', 'Hospitals', 'eTenders', ""St James's Hospital""]",[]
IE_52cbcfbac97e0f3109b1bcebba6e6c31ea164fa5f60c2a90b801b04360874244_1,0,"['eTenders', 'The Office of the Refugee Applications Commissioner']",[]
IE_8b6d4e29abfe5f5a787020911db4f22939f7251fbd102d2f44931b4a10661560_1,1,"['eTenders', 'Sligo County Council', 'the Administrative Officer, Housing Section', 'County Hall']","['Riverside', 'Sligo', 'OfficerSligo County', 'Ballymote', 'Co. Sligo']"
IE_ae5d44089b0e03a483baa6550fb2567735ed31bd5932a61991968cdf17d76600_1,1,"['Galway-Mayo Institute of Technology', 'eTenders']","['Co Mayo', 'Galway', 'Castlebar']"
IE_5fca218f5305eacc07b626e20f5cfaeaabe5efa40426fd86710727929c0e1d88_1,0,[],[]
IE_faf2d04e00c49fe1a395cf1c7a7cf88e211cfb0db6a5bfddc2f47fa7b060a901_1,0,"['the National Roads Authority', 'NRA']",[]
IE_a2fdad8bf20e0603830a52578fb8a8993c59494c516239e874a74d25c97af2b3_1,1,"['Ballyleague.', 'Water Services & Environment Courthouse', 'the Water Services Section', 'Mechanical and Electrical Contractors']","['Co.', 'Cloontuskert', 'Roscommon County Council', 'Castlerea', 'Roscommon County', 'Mewlaghadooey', 'Roscommon', 'Ireland']"
IE_414a2a094b8d5e61c13cddb52c0e1c79422e21853e17b3acbb9edffb75b083e0_1,0,"['eTenders', 'the Office of the Revenue Commissioners']",[]
IE_429c6746e45c47e35ac3226bd780726eb58a2b31607a9365757727f5da8d2ead_1,0,"['the Disabilities Department', 'eTenders', 'Cork Institute of Technology']",[]
IE_5b5409d1d31f13378536fb38385dc7c956bd09892c8e044870cd802ebecf8e05_1,1,[],"['Galway', 'the Aran IslandsNOTE']"
IE_581047468c41dc6abd8587ba79b4992f4aa9bb5208aa2fa713cf0e5da9d4bddc_1,1,['EU'],"['Donegal', 'Galway', 'Clare', 'Burren', 'Ireland']"
IE_a92aff628814a278d6ebd660167f2f88e2233996020e8aea672bf5cca9158072_1,1,"['eTenders', 'Enterprise Ireland']",['Dublin']
IE_e5274322e3c00cba23749b903fc9558690556329b2d42a24df98cce7cf8a43bb_1,0,"['Cork Co Council', 'eTenders']",[]
IE_5f244ab6708a2da380aff19e162591c4a688dd58d9a8da78275540420aa8c891_1,1,['eTenders'],"['Limerick', 'Tralee']"
IE_034d9ba99560b3b23924bf553d0f26a6ddb8c6a42a52441800cfbbddb86de839_1,0,['Irish Chamber Orchestra'],[]
IE_df7cf77b4892113ed6279acecd8a5f2eba575b4c886a48bbd099a9801e5e8caa_1,1,"['COMHAIRLE CATHRACH CHORCAI', ""the City Architect's Department"", 'City Architects Department', 'Cork City Council']","['Fairhill', 'Cork', 'Mayfield']"
IE_21a9783b633a17c8450c9c217b923d5d7a1431fd7d5d24ca954b815104ca6625_1,1,[],['Kilmacow']
IE_906eee27c4dbd068c26d4cbd77afb364a56bfcccdf74d1846138449afa0dbb34_1,1,"['eTenders', 'Department of Communications, Marine and Natural Resources', 'Petroleum Systems']","['Donegal', 'Erris']"
IE_c9c7ac6bb401da4fb6371238297b3570cf3ee2a29d770c4a84d09ea817f51469_1,0,[],[]
IE_e2eb817e3361f9b2c989a0db49589e0d899da298523f2c11e7fff57fc7b7a556_1,1,[],['Eastern Region']
IE_d820e3ad4ddc0f151699dc985786a927b3dd568ca4e85a5ebbffbdc98ea4360e_1,0,"['the Department of Transport', 'the National Safety Council']",[]
IE_6f6246396ef7ec34831748f9ada2323d18a5eef0b394335cf0680e107d3b78e3_1,0,[],[]
IE_e5e69c75ecd93a4b99519813a35081c397d50828b868222d357135e102c2fdb5_1,0,[],[]
IE_3f3f488a759e777bed5055d0ebb4aa8580f4ba2a6b37a0483b2c46d6a0d40d7b_1,1,"['eTenders', 'Waterways IrelandUiscebhealai', 'Waterways Ireland', 'WaterwaysIreland', 'The Procurement Unit']","['Tullamore', 'Co. Offaly', 'Fermanagh', 'Offaly', 'Enniskillen Co.']"
IE_cdbd0980ea5c308132f7105cf47ae33e49cccb3580b42ba19c0ee76fe2d17e65_1,0,['eTenders'],[]
IE_e76c5238b57801006b185410688ac601f09ce3cc2a6c18c00c8e7d0ee2eec14a_1,1,"['Corporate Services Section', 'Sligo County Council', 'the Administrative Officer, Housing Section']","['Riverside', 'Co. SligoDrawings', 'OfficerSligo County', 'Sligo County Council', 'SLIGO COUNTY', 'Sligo', 'Grange']"
IE_aaa97569286465585551d8dccc2f706104934b528b31b7a022cfd99991316085_1,0,[],[]
IE_cd39f0b9548d41cfb24ea60f603306bd65db11b8376a68cc3c42721e73722b56_1,0,['Cork West Garda Division'],[]
IE_6be6eb1433c78da5f17638e3dd51f92b857d18553e5a050b6614a4a7d8ec9547_1,1,"[""Fingal County Council's"", 'Fingal County Council', 'Fingal County CouncilPrice', 'Fingal County CouncilTYPE', 'Environment Department']","['Coolmine', 'Dublin', 'Swords']"
IE_458f7dd19f3f26031f6176effd8528e0aa21d1b03c20211a6e63c822835a1c5b_1,1,"['the Institute of Internal Auditors', 'eTenders', 'the Department of Finance', 'The Commission for Energy Regulation', 'Commission', 'an Internal Audit Support Service']",['Ireland']
IE_8974f5bbb2818452bf3626231bd83290c675c5ba1e283d1a3b0a5a246806c013_1,0,"['eTenders', 'Employer', 'the Archaeological Consultant']",[]
IE_4651910b3270689e8ff9ee06fa03959619f6b5ed01b18757bc5c6d8557791a69_1,0,"['eTenders', 'the Higher Education Authority', 'the School of Psychology', 'HEA', 'Trinity College Institute of Neuroscience']",[]
IE_2fb651f8007cb3a7aa16535080c94643bddc1ac5620f82c0f340b7fce9659464_1,0,['eTenders'],[]
IE_a778b06c1fa087bbc966b237ccb51aed7f28102d0e8aef083232e84ee141455e_1,1,['eTenders'],"['Western Area', 'Galway', 'H.S.E.-', 'Mayo', 'Roscommon']"
IE_3c40b27608d341a4d08d3cda31a53656335f30b7c570ba944305f5c484e171a0_1,1,"['eTenders', 'The Irish Agrément Board', 'IAB']","['Glasnevin', 'Dublin']"
IE_afc5a45a0e951e32c4ca0459163e184c36c05a52bff3e1bdf6aebf477542c750_1,0,"['eTenders', 'Cork County Council']",[]
IE_fd26bac8737143abd42bd95b572b7baddf98cd6146e4017b4e07b3314b7afbce_1,1,"['a Business Management Development Programme', 'eTenders']",['Limerick City']
IE_556e36ff99acf3391e415db52314eac40402e505be83589b4a00107c23baa7da_1,1,"['eTenders', 'makeITsecure', 'the Department of Finance and Personnel', 'The Department of Communications, Energy and Natural Resources', 'DFP']",['Northern Ireland']
IE_742c1744ed0eb41a03d1af92127d3725a7437e8cfcbc6e41dcc23bfe5d96664c_1,1,['eTenders'],['Dublin City']
IE_f1af8a0ba76b3fcbb74489fc18ce2f369bfb983fe5c076038dec4de0c7cda2dc_1,1,['eTenders'],['Ireland']
IE_4f707f278a96ebffe9b27541c2650248517cf60f5d2913fb9f21d745d22b7235_1,0,[],[]
IE_d7941758a8c601164227550357fde1d4339d9400cc8cce0b27f1fb8af382afb4_1,1,"['The Institute of Technology', 'eTenders']",['Carlow']
IE_6b9a7f450dee54f09ab82f39c4e9edbca8b23f8fc7ced700b300d4da6e41edb7_1,1,[],['Enniscorthy']
IE_1c7ac218c7f1527dfbfb2a83445929fd31c3da23ef6f3ced4bf5fa9f225a9cee_1,0,[],[]
IE_01aaead372d48157ff3aa9d244c2effbe85ab6e6d4c3d723ead0d5e5fa9db1c0_1,1,['TACHOnet'],['States']
IE_8199e6c63bf9fbbce5f70dd17da8dfb016d2f3f8467c1f85a590bfe516be9e8b_1,0,[],[]
IE_6ed13ced19d451828f50d88e06615067cba95ee21799cebd32bd4fea8d2cf1be_1,0,[],[]
IE_a11dbaf11f3df6497d9d01ef74698b5537604828ef31b05bc9e3cc3071162e9d_1,0,"['The Department of Transport', 'eTenders', 'the Integrated Ticketing Project Board']",[]
IE_59949337f46dfe3ec2dc1521e6cbc035d6245fee3d1fc59730b9d216092b317d_1,0,['The Public Appointments Service'],[]
IE_6d5bb46586efe997e754ee60eb51192c9349f2f474ca3c59b6e4e589058c3f25_1,0,"['Local Government', 'eTenders', 'The Department of the Environment']",[]
IE_96bd1fd05140cc93ad5777dfe10a11031b6e5354b39575a144140c8e9d83ed02_1,0,"['eTenders', 'Tender']",[]
IE_1e79a7ed28fc5fe2b9f507dd0f945527f0ba4e5b24bce399f0c7550ce9fb9d86_1,0,[],[]
IE_7094616e81595ae5ca35a427937e3337560553c187e9b1dde3de811a13ad6e95_1,0,"['Galway Mayo Institute of Technology', 'eTenders']",[]
IE_0f9daf569ab76f3ff82f397fd5d29565d081381b131550ca4d9bab024c6445a9_1,0,[],[]
IE_a0831ef197c3c10ab8fe16e16dcf6758cf9a651da60b8d37eb142f0203095a8b_1,0,['eTenders'],[]
IE_e597bef9cb2a119c31663416af6d5f2534d2db3c376dc3c9d6c01e2d3d7fd15d_1,1,"['Finuge Sewerage Scheme', 'eTenders', 'Finuge Co. Kerry']","['Ballylongford', 'Lixnaw', 'Tarbert', 'Finuge', 'Kerry County Council']"
IE_65d49964031fff048212af94b19ce2b7611085281cc3972fb191cea683133ea8_1,0,[],[]
IE_bac1b22b3b247dd05a2828da201ffdeafe87756cdd69ff1b2beee60fda6c6b4b_1,0,"['the National Museum of Ireland', 'the National Museum of Ireland¿s instructions', 'the National Museum of Ireland.-', 'the National Museum of Ireland¿s requirements.-', 'the Design Team']",[]
IE_a4cf516a18b63ce83a6231f4bfa2166b4536ec840e916f331be1b0c846621644_1,1,['eTenders'],"['Údarás na Gaeltachta', 'Máigh Chromtha', 'Co. Chorcaí', 'Baile Bhúirne']"
IE_018effce5ddb39b345c887831f768625fed3441d681b2a1e044c134ac6ac7bee_1,0,['the Mater Misericordiae University Hospital Ltd.'],[]
IE_155d2eea1520faa016771338af76d3733e27de167b625c3a3276163f842d346f_1,1,['Meath County Council'],"['Navan', 'Ashbourne']"
IE_2772cde9bb4c747ae1615326a99405d9c3842796edd6c4ca22d495d61145182e_1,0,"['MS Access', 'eTenders', 'NPWS Conservation Rangers']",[]
IE_66d6604b82d9e3f41f6d6404a88b840a808ea9780de59e23ce3839838d5c35dc_1,0,"['University College Dublin', 'Friends of UCD Ltd.', 'the UCD Trust Funds.4', 'UCD Foundation Ltd.', 'the UCD Pension Fund.3']",[]
IE_37cd8fca7d4e7eed3448974902258ddb2d56367bd0b92cb1f923e09a8c3ff9c8_1,0,[],[]
IE_f35f7ffb8166d831616b79b7ceaa3c298dd4a476f3198b5fe285a586836bad98_1,0,"['eTenders', 'The Heritage Council']",[]
IE_8e6a58c816f916ce00e1aaf2b54f8212a3f6ab6824e21eb139aac1f4357f1698_1,0,"['eTenders', 'RPA']",[]
IE_437c4a4b26cfabebe5d441f007da51c06b0fef43192a9f0c7f1b410b34c7376e_1,0,"['eTenders', 'European Communities']",[]
IE_73307202f44c9e0dbcab53eaf98cc62a817c46d1263791ac778d4949d58deafc_1,1,"['Corporate Services', 'Leitrim County Council¿s', 'eTenders', 'the Housing Section', 'Tender', 'Leitrim County Council']","['Aras An Chontae', 'Carrick-on-Shannon', 'Co. Leitrim', 'Aras an Chontae']"
IE_bbdb9ed947c97ed7bf14874eb9c2111905959c1a04f3ddaf0ede1b9f020a750b_1,0,"['the National Library of IrelandNOTE', 'eTenders', 'The National Library']",[]
IE_12bd68a647fc58bf263401e62dc17d2fe69a584b4ef0a67e6d634cdb3fdf6d7b_1,0,[],[]
IE_2d6d0ed2964f266d45cfc88e5817b5bd0027a94abcd0a6659c4b15dd5bec0074_1,0,[],[]
IE_8bbe1894dffd4eb8f476823f2199dfe9be29ca6f92c134a9bc97b161823795e2_1,1,"['eTenders', 'The South-East Regional Authority', 'SERA']",['the South-East']
IE_0661f32589766dcccb2778dca358eefc48cc9caf4b9462e86f893dc63c770a11_1,0,['N18 Oranmore'],[]
IE_df1714033cd7587e2d8d88c63fdd111c3202e7649b48ed6662fde251c58bb9a4_1,0,['eTenders'],[]
IE_0741f1cdf44f994b695d099f483e85935292fdd226f7c5b785e5ca78b667c492_1,0,[],[]
IE_d9d7073425dc13c4286fe0812e555963834bbee5652a569f44965469957f94a1_1,1,"['Leyden Hassett Associates Architects', 'Limerick City Council', 'Limeriick City Council', 'the City Architects Department', 'The City Council']","['Ballynanty', 'Limerick', 'LImerick']"
IE_e3c4c1e328e74ad3f325f5af3c3fcade2c7932716d3f6e74681416590849ec62_1,0,['eTenders'],[]
IE_2e3233bcbf0f7c18b291515131b94f1af82ade6f1bdbcc4241606892246dcec3_1,1,"['Band', 'An Garda Síochána']",['Dublin']
IE_e0fcf81d03933200dbf7ea67088c3c931ae9fe841a0fc5144222b9a61c70a5ad_1,1,['Longford County Council'],"['Co. Longford', 'Longford']"
IE_9c64e7de8e072ff21fb3e8da741062f7b108fee13d7943520427587af58f3e9c_1,0,[],[]
IE_17159bca4d2d73e707f6fdc96471cde993bac74205a4c90a12dcb63f4ee1dc50_1,0,"['Sectoral Plan Implementation Team', 'eTenders', 'Limerick County Council’s']",[]
IE_cfe632fd60ea53c6ac72447523908ab5335568255847198d0d5a1b8031dc3d04_1,1,"['the Housing Department', 'eTenders', 'Local Authority', 'Fingal County Council']","['Fingal', 'Blanchardstown', 'Dublin']"
IE_5352805ce12a7ae780495eaca3e5236fde1cb242732ab04be18ccc860dbc507e_1,0,"['The Legal Aid Board', 'eTenders', 'State', 'the Legal Aid Board']",[]
IE_f16221aca935912cb100f75bf4f91a21b0cab18ee8506a704a7e1f2c0b77634a_1,0,"['PRTB', 'eTenders']",[]
IE_b67cd76295909f3d6711a9fd298acc072c29052b59df37b4152ec47b52aec923_1,1,"['eTenders', 'Works']",['County Monaghan']
IE_c232a8845b68b350edc5d329390952c7bf99ac4b037dab5e9aef6abe4c4089d1_1,1,['eTenders'],['Dublin City']
IE_863fbd2e691e2929c700135a1690638591981517f7fc5c9743db58b6312e71fa_1,1,"['Dept. of Finance Government Networks', 'eTenders']",['Roscommon County Council']
IE_969488931e1fd1e84124360e80375d7bc2ceb11ff36addcf01e20efe9a308ccd_1,1,"['Pre-Hospital Emergency Care Council', 'Qwerty', 'NVIDIA', 'the Pre-Hospital Emergency Care Council.2', 'PHECC']",['Ireland']
IE_151849d427d1410c6119f07192f57cc65acdbfff0ca569a0343528740a6768ff_1,0,[],[]
IE_33859d9237ccddbc234e073dd935d60542c1bf136f21a439bd3d927fb5e2c207_1,1,"['C.C.D.A. Dept', 'eTenders']","['South West', 'South', 'Deansgrange']"
